000084	SUPERNET
000085	CANON
000086	MEGAHERTZ
000087	HITACHI
000088	Brocade Communications Systems
000089	CAYMAN SYSTEMS
00008A	DATAHOUSE INFORMATION SYSTEMS
00008B	INFOTRON
00008C	Alloy Computer Products (Australia)
00008D	Cryptek
00008E	SOLBOURNE COMPUTER
00008F	Raytheon
000090	MICROCOM
000091	ANRITSU
000092	COGENT DATA
000093	PROTEON
000094	ASANTE
000095	SONY TEKTRONIX
000096	MARCONI
000097	Dell EMC
000098	CROSSCOMM
000099	MTX
00009A	RC COMPUTER A/S
00009B	INFORMATION INTERNATIONAL
00009C	ROLM MIL-SPEC COMPUTERS
00009D	LOCUS COMPUTING
00009E	MARLI
00009F	AMERISTAR
0000A0	SANYO Electric
0000A1	MARQUETTE ELECTRIC CO
0000A2	Bay Networks
0000A3	NETWORK APPLICATION
0000A4	ACORN COMPUTERS
0000A5	Tattile SRL
0000A6	NETWORK GENERAL
0000A7	NETWORK COMPUTING DEVICES
0000A8	Stratus
0000A9	NETWORK SYSTEMS
0000AA	XEROX
0000AB	LOGIC MODELING
0000AC	CONWARE COMPUTER CONSULTING
0000AD	BRUKER INSTRUMENTS
0000AE	DASSAULT ELECTRONIQUE
0000AF	Canberra Industries
0000B0	RND-RAD NETWORK DEVICES
0000B1	Alpha Micro
0000B2	TELEVIDEO SYSTEMS
0000B3	CIMLINC INCORPORATED
0000B4	Edimax
0000B5	DATABILITY SOFTWARE SYS
0000B6	MICRO-MATIC RESEARCH
0000B7	DOVE COMPUTER
0000B8	SEIKOSHA
0000B9	MCDONNELL DOUGLAS COMPUTER SYS
0000BA	SIIG
0000BB	TRI-DATA
0000BC	Rockwell Automation
0000BD	RYOSEI
0000BE	THE NTI GROUP
0000BF	SYMMETRIC COMPUTER SYSTEMS
0000C0	WESTERN DIGITAL
0000C1	Madge
0000C2	INFORMATION PRESENTATION TECH
0000C3	Harris
0000C4	WATERS DIV. OF MILLIPORE
0000C5	Commscope
0000C6	EON SYSTEMS
0000C7	ARIX
0000C8	ALTOS COMPUTER SYSTEMS
0000C9	Emulex
0000CA	Commscope
0000CB	COMPU-SHACK
0000CC	DENSAN
0000CD	Allied Telesis Labs
0000CE	MEGADATA
0000CF	HAYES MICROCOMPUTER PRODUCTS
0000D0	DEVELCON
0000D1	ADAPTEC INCORPORATED
0000D2	SBE
0000D3	WANG LABORATORIES
0000D4	PURE DATA
0000D5	MICROGNOSIS INTERNATIONAL
0000D6	PUNCH LINE HOLDING
0000D7	DARTMOUTH COLLEGE
0000D8	Novell
0000D9	NIPPON TELEGRAPH & TELEPHONE
0000DA	ATEX
0000DB	British Telecommunications
0000DC	HAYES MICROCOMPUTER PRODUCTS
0000DD	TCL INCORPORATED
0000DE	CETIA
0000DF	BELL & HOWELL PUB SYS DIV
0000E0	QUADRAM
0000E1	GRID SYSTEMS
0000E2	ACER
0000E3	INTEGRATED MICRO PRODUCTS
0000E4	IN2 GROUPE INTERTECHNIQUE
0000E5	SIGMEX
0000E6	APTOR PRODUITS DE COMM INDUST
0000E7	Star Gate
0000E8	ACCTON
0000E9	ISICAD
0000EA	UPNOD
0000EB	MATSUSHITA COMM. IND
0000EC	MICROPROCESS
0000ED	APRIL
0000EE	NETWORK DESIGNERS
0000EF	KTI
0000F0	Samsung
0000F1	MAGNA COMPUTER
0000F2	SPIDER COMMUNICATIONS
0000F3	GANDALF DATA
0000F4	Allied Telesis
0000F5	DIAMOND SALES
0000F6	APPLIED MICROSYSTEMS
0000F7	YOUTH KEEP ENTERPRISE CO
0000F8	DIGITAL EQUIPMENT
0000F9	QUOTRON SYSTEMS
0000FA	MICROSAGE COMPUTER SYSTEMS
0000FB	RECHNER ZUR KOMMUNIKATION
0000FC	MEIKO
0000FD	HIGH LEVEL HARDWARE
0000FE	Annapolis Micro Systems
0000FF	CAMTEC
000100	EQUIP'TRANS
000101	Private
000102	3COM
000103	3COM
000104	DVICO
000105	Beckhoff Automation
000106	Tews Datentechnik
000107	Leiser
000108	AVL
000109	Nagano Japan Radio
00010A	CIS
00010B	Space CyberLink
00010C	System Talks
00010D	Teledyne DALSA
00010E	Bri-Link
00010F	Brocade Communications Systems
000110	Gotham Networks
000111	iDigm
000112	Shark Multimedia
000113	OLYMPUS
000114	KANDA TSUSHIN KOGYO
000115	EXTRATECH
000116	Netspect
000117	Canal +
000118	EZ Digital
000119	RTUnet (Australia)
00011A	Hoffmann und Burmeister GbR
00011B	Unizone
00011C	Universal Talkware
00011D	Centillium Communications
00011E	Precidia
00011F	RC Networks
000120	OSCILLOQUARTZ
000121	WatchGuard
000122	Trend Communications
000123	Schneider Electric Japan Holdings
000124	Acer Incorporated
000125	YAESU MUSEN
000126	PAC Labs
000127	OPEN Networks
000128	EnjoyWeb
000129	DFI
00012A	Telematica Sistems Inteligente
00012B	TELENET
00012C	Aravox
00012D	Komodo
00012E	PC Partner
00012F	Twinhead International
000130	Extreme Networks
000131	Bosch Security Systems
000132	Dranetz - BMI
000133	KYOWA Electronic Instruments C
000134	Selectron Systems
000135	KDC
000136	CyberTAN
000137	IT Farm
000138	XAVi
000139	Point Multimedia Systems
00013A	SHELCAD COMMUNICATIONS
00013B	BNA SYSTEMS
00013C	TIW SYSTEMS
00013D	RiscStation
00013E	Ascom Tateco
00013F	Neighbor World
000140	Sendtek
000141	CABLE PRINT
000142	Cisco Systems
000143	Cisco Systems
000144	Dell EMC
000145	WINSYSTEMS
000146	Tesco Controls
000147	Zhone
000148	X-traWeb
000149	TDT
00014A	Sony
00014B	Ennovate Networks
00014C	Berkeley Process Control
00014D	Shin Kin Enterprises
00014E	WIN Enterprises
00014F	Adtran
000150	GILAT COMMUNICATIONS
000151	Ensemble Communications
000152	CHROMATEK
000153	ARCHTEK TELECOM
000154	G3M
000155	Promise
000156	FIREWIREDIRECT.COM
000157	SYSWAVE
000158	Electro Industries/Gauge Tech
000159	S1
00015A	Digital Video Broadcasting
00015B	ITALTEL S.p.A/RF-UP-I
00015C	CADANT
00015D	Oracle
00015E	BEST
00015F	DIGITAL DESIGN
000160	ELMEX
000161	Meta Machine
000162	Cygnet
000163	Cisco Systems
000164	Cisco Systems
000165	AirSwitch
000166	TC GROUP A/S
000167	HIOKI E.E
000168	VITANA
000169	Celestix Networks
00016A	ALITEC
00016B	LightChip
00016C	FOXCONN
00016D	CarrierComm
00016E	Conklin
00016F	Inkel
000170	ESE Embedded System Engineer'g
000171	Allied Data
000172	TechnoLand
000173	AMCC
000174	CyberOptics
000175	Radiant Communications
000176	Orient Silver Enterprises
000177	EDSL
000178	MARGI Systems
000179	WIRELESS
00017A	Chengdu Maipu Electric Industrial
00017B	Heidelberger Druckmaschinen
00017C	AG-E
00017D	ThermoQuest
00017E	ADTEK System Science
00017F	Experience Music Project
000180	AOpen
000181	Nortel Networks
000182	DICA
000183	ANITE TELECOMS
000184	SIEB & MEYER
000185	Hitachi Aloka Medical
000186	Uwe Disch
000187	I2SE
000188	LXCO
000189	Refraction
00018A	ROI COMPUTER
00018B	NetLinks
00018C	Mega Vision
00018D	AudeSi
00018E	Logitec
00018F	Kenetec
000190	SMK-M
000191	SYRED Data Systems
000192	Texas Digital Systems
000193	Hanbyul Telecom
000194	Capital Equipment
000195	Sena
000196	Cisco Systems
000197	Cisco Systems
000198	Darim Vision
000199	HeiSei
00019A	LEUNIG
00019B	Kyoto Microcomputer
00019C	Lumentum
00019D	E-Control Systems
00019E	ESS
00019F	ReadyNet
0001A0	Infinilink
0001A1	Mag-Tek
0001A2	Logical
0001A3	GENESYS LOGIC
0001A4	Microlink
0001A5	Nextcomm
0001A6	Scientific-Atlanta Arcodan A/S
0001A7	UNEX
0001A8	Welltech Computer
0001A9	BMW
0001AA	Airspan Communications
0001AB	Main Street Networks
0001AC	Sitara Networks
0001AD	Coach Master International d.b.a. CMI Worldwide
0001AE	Trex Enterprises
0001AF	Artesyn Embedded
0001B0	Fulltek
0001B1	General Bandwidth
0001B2	Digital Processing Systems
0001B3	Precision Electronic Manufacturing
0001B4	Wayport
0001B5	Turin Networks
0001B6	SAEJIN T&M
0001B7	Centos
0001B8	Netsensity
0001B9	SKF (U.K.)
0001BA	IC-Net
0001BB	Frequentis
0001BC	Brains
0001BD	Peterson Electro-Musical Products
0001BE	Gigalink
0001BF	Teleforce
0001C0	CompuL
0001C1	Vitesse Semiconductor
0001C2	ARK Research
0001C3	Acrom
0001C4	NeoWave
0001C5	Simpler Networks
0001C6	Quarry
0001C7	Cisco Systems
0001C8	CONRAD
0001C8	THOMAS CONRAD
0001C9	Cisco Systems
0001CA	Geocast Network Systems
0001CB	EVR
0001CC	Brand Maker Enabler
0001CD	ARtem
0001CE	Custom Micro Products
0001CF	Alpha Data Parallel Systems
0001D0	VitalPoint
0001D1	CoNet Communications
0001D2	inXtron
0001D3	PAXCOMM
0001D4	Leisure Time
0001D5	HAEDONG INFO & COMM
0001D6	manroland
0001D7	F5
0001D8	Teltronics
0001D9	Sigma
0001DA	WINCOMM
0001DB	Freecom
0001DC	Activetelco
0001DD	Avail Networks
0001DE	Trango Systems
0001DF	ISDN Communications
0001E0	Fast Systems
0001E1	Kinpo
0001E2	Ando Electric
0001E3	Siemens
0001E4	Sitera
0001E5	Supernet
0001E6	Hewlett Packard
0001E7	Hewlett Packard
0001E8	Force10 Networks
0001E9	Litton Marine Systems
0001EA	Cirilium
0001EB	C-COM
0001EC	Ericsson Group
0001ED	SETA
0001EE	Comtrol Europe
0001EF	Camtel
0001F0	Tridium
0001F1	Innovative Concepts
0001F2	Mark of the Unicorn
0001F3	QPS
0001F4	Enterasys
0001F5	ERIM
0001F6	Association of Musical Electronics Industry
0001F7	Image Display Systems
0001F8	TEXIO
0001F9	TeraGlobal Communications
0001FA	HOROSCAS
0001FB	DoTop
0001FC	Keyence
0001FD	Digital Voice Systems
0001FE	DIGITAL EQUIPMENT
0001FF	Data Direct Networks
000200	Net & Sys
000201	IFM
000202	Amino Communications
000203	Woonsang Telecom
000204	Bodmann Industries Elektronik
000205	Hitachi Denshi
000206	Telital R&D Denmark A/S
000207	VisionGlobal Network
000208	Unify Networks
000209	Shenzhen SED Information
00020A	Gefran Spa
00020B	Native Networks
00020C	Metro-Optix
00020D	Micronpc.com
00020E	ECI Telecom
00020F	AATR
000210	Fenecom
000211	Nature Worldwide
000212	SierraCom
000213	S.D.E.L
000214	DTVRO
000215	Cotas Computer Technology A/B
000216	Cisco Systems
000217	Cisco Systems
000218	Advanced Scientific
000219	Paralon
00021A	Zuma Networks
00021B	Kollmorgen-Servotronix
00021C	Network Elements
00021D	Data General Communication
00021E	SIMTEL
00021F	Acul
000220	CANON FINETECH
000221	DSP Application
000222	Chromisys
000223	ClickTV
000224	C-COR
000225	One Stop Systems
000226	XESystems
000227	ESD Electronic System Design
000228	Necsom
000229	Adtec
00022A	Asound
00022B	SAXA
00022C	ABB Bomem
00022D	Agere Systems
00022E	TEAC Corp. R& D
00022F	P-Cube
000230	Intersoft
000231	Ingersoll-Rand
000232	Avision
000233	Mantra Communications
000234	Imperial
000235	Paragon Networks International
000236	INIT
000237	Cosmo Research
000238	Serome
000239	Visicom
00023A	ZSK Stickmaschinen
00023B	Ericsson
00023C	Creative
00023D	Cisco Systems
00023E	Selta Telematica S.p.a
00023F	Compal
000240	Seedek
000241	Amer.com
000242	Videoframe Systems
000243	Raysis
000244	SURECOM Technology Co
000245	Lampus Co
000246	All-Win Tech
000247	Great Dragon Information Technology (Group)
000248	Pilz GmbH & Co
000249	Aviv Infocom Co
00024A	Cisco Systems
00024B	Cisco Systems
00024C	SiByte
00024D	Mannesman Dematic Colby
00024E	Datacard Group
00024F	IPM Datacom
000250	Geyser Networks
000251	Soma Networks
000252	Carrier
000253	Televideo
000254	WorldGate
000255	IBM
000256	Alpha Processor
000257	Microcom
000258	Flying Packets Communications
000259	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. 
00025A	Catena Networks
00025B	Cambridge Silicon Radio
00025C	SCI Systems (Kunshan)
00025D	Calix Networks
00025E	High
00025F	Nortel Networks
000260	Accordion Networks
000261	Tilgin
000262	Soyo Group Soyo Com Tech
000263	RPS
000264	AudioRamp.com
000265	Virditech
000266	Thermalogic
000267	NODE RUNNER
000268	Harris Government Communications
000269	Nadatel
00026A	Cocess Telecom
00026B	BCM Computers
00026C	Philips CFT
00026D	Adept Telecom
00026E	NeGeN Access
00026F	Senao International
000270	Crewave
000271	Zhone
000272	CC&C
000273	Coriolis Networks
000274	Tommy
000275	SMART
000276	Primax
000277	Cash Systemes Industrie
000278	SAMSUNG ELECTRO MECHANICS
000279	Control Applications
00027A	IOI
00027B	Amplify Net
00027C	Trilithic
00027D	Cisco Systems
00027E	Cisco Systems
00027F	ask-technologies.com
000280	Mu Net
000281	Madge
000282	ViaClix
000283	Spectrum Controls
000284	UK Grid Solutions
000285	Riverstone Networks
000286	Occam Networks
000287	Adapcom
000288	GLOBAL VILLAGE COMMUNICATION
000289	DNE
00028A	Ambit Microsystems
00028B	VDSL Systems
00028C	Micrel-Synergy Semiconductor
00028D	Movita
00028E	Rapid 5 Networks
00028F	Globetek
000290	Woorigisool
000291	Open Network
000292	Logic Innovations
000293	Solid Data Systems
000294	Tokyo Sokushin
000295	MAVENIR IPA UK
000296	Lectron Co
000297	C-COR.net
000298	Broadframe
000299	Apex
00029A	Storage Apps
00029B	Kreatel Communications
00029C	3COM
00029D	Merix
00029E	Information Equipment
00029F	L-3 Communication Aviation Recorders
0002A0	Flatstack
0002A1	World Wide Packets
0002A2	Hilscher
0002A3	Hitachi Energy Switzerland
0002A4	AddPac
0002A5	Hewlett Packard
0002A6	Effinet Systems
0002A7	Vivace Networks
0002A8	Air Link
0002A9	RACOM, s.r.o
0002AA	PLcom
0002AB	CTC Union
0002AC	3PAR data
0002AD	HOYA
0002AE	Scannex
0002AF	TeleCruz
0002B0	Hokubu Communication & Industrial
0002B1	Anritsu
0002B2	Cablevision
0002B3	Intel
0002B4	DAPHNE
0002B5	Avnet
0002B6	Acrosser
0002B7	Watanabe Electric Industry
0002B8	WHI KONSULT
0002B9	Cisco Systems
0002BA	Cisco Systems
0002BB	Continuous Computing
0002BC	LVL 7 Systems
0002BD	Bionet
0002BE	Totsu Engineering
0002BF	dotRocket
0002C0	Bencent Tzeng Industry
0002C1	Innovative Electronic Designs
0002C2	Net Vision Telecom
0002C3	Arelnet
0002C4	OPT Machine Vision Tech
0002C5	Evertz Microsystems
0002C6	Data Track
0002C7	ALPSALPINE CO
0002C8	Technocom Communications Technology (pte)
0002C9	Mellanox
0002CA	EndPoints
0002CB	TriState
0002CC	M.C.C.I
0002CD	TeleDream
0002CE	FoxJet
0002CF	ZyGate Communications
0002D0	Comdial
0002D1	Vivotek
0002D2	Workstation
0002D3	NetBotz
0002D4	PDA Peripherals
0002D5	ACR
0002D6	NICE Systems
0002D7	EMPEG
0002D8	BRECIS Communications
0002D9	Reliable Controls
0002DA	ExiO Communications
0002DB	NETSEC
0002DC	GENERAL
0002DD	Bromax Communications
0002DE	Astrodesign
0002DF	Net Com Systems
0002E0	ETAS
0002E1	Integrated Network
0002E2	NDC Infared Engineering
0002E3	LITE-ON Communications
0002E4	JC HYUN Systems
0002E5	Timeware
0002E6	Gould Instrument Systems
0002E7	CAB GmbH & Co KG
0002E8	E.D.&A
0002E9	CS Systemes De Securite - C3S
0002EA	Focus Enhancements
0002EB	Pico Communications
0002EC	Maschoff Design Engineering
0002ED	DXO Telecom
0002EE	Nokia Danmark A/S
0002EF	CCC Network Systems Group
0002F0	AME Optimedia
0002F1	Pinetron
0002F2	eDevice
0002F3	Media Serve
0002F4	PCTEL
0002F5	VIVE Synergies
0002F6	Equipe Communications
0002F7	ARM
0002F8	SEAKR Engineering
0002F9	MIMOS Berhad
0002FA	DX Antenna
0002FB	Baumuller Aulugen-Systemtechnik
0002FC	Cisco Systems
0002FD	Cisco Systems
0002FE	Viditec
0002FF	Handan BroadInfoCom
000300	Barracuda Networks
000301	EXFO
000302	Charles Industries
000303	JAMA
000304	Pacific Broadband Communications
000305	MSC Vertriebs
000306	Fusion In Tech
000307	Secure Works
000308	AM Communications
000309	Texcel
00030A	Argus
00030B	Hunter
00030C	Telesoft
00030D	Uniwill Computer
00030E	Core Communications
00030F	Digital China (Shanghai) Networks
000310	E-Globaledge
000311	Micro
000312	TRsystems
000313	Access Media SPA
000314	Teleware Network Systems
000315	Cidco Incorporated
000316	Nobell Communications
000317	Merlin Systems
000318	Cyras Systems
000319	Infineon
00031A	Beijing Broad Telecom Ltd., China
00031B	Cellvision Systems
00031C	Svenska Hardvarufabriken
00031D	Taiwan Commate Computer
00031E	Optranet
00031F	Condev
000320	Xpeed
000321	Reco Research
000322	IDIS
000323	Cornet
000324	LIMNO
000325	Arima Computer
000326	Iwasaki Information Systems
000327	HMS Industrial Networks
000328	Mace Group
000329	F3
00032A	UniData Communication Systems
00032B	GAI Datenfunksysteme
00032C	ABB Switzerland
00032D	IBASE
00032E	Scope Information Management
00032F	Global Sun
000330	Imagenics
000331	Cisco Systems
000332	Cisco Systems
000333	Digitel
000334	Omega Engineering
000335	Mirae
000336	Zetes
000337	Vaone
000338	Oak
000339	Eurologic Systems
00033A	Silicon Wave
00033B	TAMI Tech
00033C	Daiden
00033D	ILSHin L
00033E	Tateyama System Laboratory
00033F	BigBand Networks
000340	Floware Wireless Systems
000341	EVS Broadcast Equipment
000342	Nortel Networks
000343	Martin Professional A/S
000344	Tietech
000345	Routrek Networks
000346	KOKUSAI DENKI Electric
000347	Intel
000348	Norscan Instruments
000349	Vidicode Datacommunicatie
00034A	RIAS
00034B	Nortel Networks
00034C	Shanghai DigiVision
00034D	Chiaro Networks
00034E	Pos Data Company
00034F	Sur-Gard Security
000350	BTICINO SPA
000351	Diebold Nixdorf
000352	Colubris Networks
000353	Mitac
000354	Fiber Logic Communications
000355	TeraBeam Internet Systems
000356	Diebold Nixdorf
000357	Intervoice-Brite
000358	Hanyang Digitech
000359	DigitalSis
00035A	Photron
00035B	BridgeWave Communications
00035C	Saint Song
00035D	Bosung Hi-Net
00035E	Metropolitan Area Networks
00035F	Prüftechnik Condition Monitoring GmbH & Co. KG
000360	PAC Interactive
000361	Widcomm
000362	Vodtel Communications
000363	Miraesys
000364	Scenix Semiconductor
000365	Kira Information & Communications
000366	ASM Pacific
000367	Jasmine Networks
000368	Embedone
000369	Nippon Antenna
00036A	Mainnet
00036B	Cisco Systems
00036C	Cisco Systems
00036D	Runtop
00036E	Nicon Systems (Pty)
00036F	Telsey SPA
000370	NXTV
000371	Acomz Networks
000372	ULAN
000373	Aselsan A.S
000374	Control Microsystems
000375	NetMedia
000376	Graphtec
000377	Gigabit Wireless
000378	HUMAX
000379	Proscend Communications
00037A	Taiyo Yuden
00037B	IDEC IZUMI
00037C	Coax Media
00037D	Stellcom
00037E	PORTech Communications
00037F	Atheros Communications
000380	SSH Communications Security
000381	Ingenico International
000382	A-One
000383	Metera Networks
000384	AETA
000385	Actelis Networks
000386	Ho Net
000387	Blaze Network Products
000388	Fastfame
000389	PLANTRONICS
00038A	America Online
00038B	PLUS-ONE I&T
00038C	Total Impact
00038D	PCS Revenue Control Systems
00038E	Atoga Systems
00038F	Weinschel
000390	Digital Video Communications
000391	Advanced Digital Broadcast
000392	Hyundai Teletek
000393	Apple
000394	Connect One
000395	California Amplifier
000396	EZ Cast
000397	FireBrick
000398	WISI
000399	Dongju Informations & Communications
00039A	SiConnect
00039B	NetChip
00039C	OptiMight Communications
00039D	Qisda
00039E	Tera System
00039F	Cisco Systems
0003A0	Cisco Systems
0003A1	HIPER Information & Communication
0003A2	Catapult Communications
0003A3	MAVIX
0003A4	Imation
0003A5	Medea
0003A6	Traxit
0003A7	Unixtar
0003A8	IDOT Computers
0003A9	AXCENT Media
0003AA	Watlow
0003AB	Bridge Information Systems
0003AC	Fronius Schweissmaschinen
0003AD	Emerson Energy Systems
0003AE	Allied Advanced Manufacturing Pte
0003AF	Paragea Communications
0003B0	Xsense
0003B1	ICU Medical
0003B2	Radware
0003B3	IA Link Systems
0003B4	Macrotek International
0003B5	Entra Technology Co
0003B6	QSI
0003B7	ZACCESS Systems
0003B8	NetKit Solutions
0003B9	Hualong Telecom
0003BA	Oracle
0003BB	Signal Communications
0003BC	COT
0003BD	OmniCluster
0003BE	Netility
0003BF	Centerpoint Broadband
0003C0	RFTNC
0003C1	Packet Dynamics
0003C2	Solphone K.K
0003C3	Micronik Multimedia
0003C4	Tomra Systems ASA
0003C5	Mobotix
0003C6	ICUE Systems
0003C7	hopf Elektronik
0003C8	CML Emergency Services
0003C9	TECOM
0003CA	MTS Systems
0003CB	SystemGear
0003CC	Momentum Computer
0003CD	Clovertech
0003CE	ETEN
0003CF	Muxcom
0003D0	KOANKEISO
0003D1	Takaya
0003D2	Crossbeam Systems
0003D3	Internet Energy Systems
0003D4	Alloptic
0003D5	Advanced Communications
0003D6	RADVision
0003D7	NextNet Wireless
0003D8	iMPath Networks
0003D9	Secheron SA
0003DA	Takamisawa Cybernetics
0003DB	Apogee
0003DC	Lexar Media
0003DD	Comark Interactive Solutions
0003DE	OTC Wireless
0003DF	Desana Systems
0003E0	Commscope
0003E1	Winmate Communication
0003E2	Comspace
0003E3	Cisco Systems
0003E4	Cisco Systems
0003E5	Hermstedt SG
0003E6	Entone
0003E7	Logostek
0003E8	Wavesight
0003E9	Akara Canada
0003EA	Mega System
0003EB	Atrica
0003EC	ICG Research
0003ED	Shinkawa Electric
0003EE	MKNet
0003EF	Oneline
0003F0	Redfern Broadband Networks
0003F1	Cicada Semiconductor
0003F2	Seneca Networks
0003F3	Dazzle Multimedia
0003F4	NetBurner
0003F5	Chip2Chip
0003F6	Allegro Networks
0003F7	Plast-Control
0003F8	SanCastle
0003F9	Pleiades Communications
0003FA	TiMetra Networks
0003FB	ENEGATE
0003FC	Intertex Data
0003FD	Cisco Systems
0003FE	Cisco Systems
0003FF	Microsoft
000400	LEXMARK INTERNATIONAL
000401	Osaki Electric
000402	Nexsan
000403	Nexsi
000404	Makino Milling Machine
000405	ACN
000406	Fa. Metabox
000407	Topcon Positioning Systems
000408	Sanko
000409	Cratos Networks
00040A	Sage Systems
00040B	3COM EUROPE
00040C	Kanno Works
00040D	Avaya
00040E	AVM
00040F	Asus Network
000410	Spinnaker Networks
000411	Inkra Networks
000412	WaveSmith Networks
000413	snom
000414	Umezawa Musen Denki
000415	Rasteme Systems
000416	Parks S/A Comunicacoes Digitais
000417	Schneider Electric
000418	Teltronic S.A.U
000419	Fibercycle Networks
00041A	Ines Test and Measurement GmbH & CoKG
00041B	Bridgeworks
00041C	ipDialog
00041D	Corega of America
00041E	Shikoku Instrumentation
00041F	Sony Interactive Entertainment
000420	Slim Devices
000421	Ocular Networks
000422	Studio
000423	Intel
000424	TMC
000425	Atmel
000426	Autosys
000427	Cisco Systems
000428	Cisco Systems
000429	Pixord
00042A	Wireless Networks
00042B	IT Access
00042C	Minet
00042D	Sarian Systems
00042E	Netous
00042F	International Communications Products
000430	Netgem
000431	GlobalStreams
000432	Voyetra Turtle Beach
000433	Cyberboard A/S
000434	Accelent Systems
000435	InfiNet
000436	ELANsat
000437	Powin Information
000438	Nortel Networks
000439	Rosco Entertainment
00043A	Intelligent Telecommunications
00043B	Lava Computer Mfg
00043C	SONOS
00043D	INDEL
00043E	Telencomm
00043F	ESTeem Wireless Modems
000440	cyberPIXIE
000441	Half Dome Systems
000442	NACT
000443	Agilent
000444	Western Multiplex
000445	LMS Skalar Instruments
000446	CYZENTECH
000447	Acrowave Systems
000448	Polaroid
000449	Mapletree Networks
00044A	iPolicy Networks
00044B	NVIDIA
00044C	JENOPTIK
00044D	Cisco Systems
00044E	Cisco Systems
00044F	Schubert System Elektronik
000450	DMD Computers SRL
000451	Medrad
000452	RocketLogix
000453	YottaYotta
000454	Quadriga UK
000455	ANTARA.net
000456	Cambium Networks
000457	Universal Access
000458	Fusion X
000459	Veristar
00045A	The Linksys Group
00045B	Techsan
00045C	Mobiwave
00045D	BEKA Elektronik
00045E	PolyTrax Information
00045F	Avalue
000460	Knilink
000461	EPOX Computer
000462	DAKOS Data & Communication
000463	Bosch Security Systems
000464	Pulse-Link
000465	i.s.t isdn-support technik
000466	ARMITEL Co
